book	id	star	time	likenum	body
幻城	tuntunrui	allstar40	2009-07-12	0	高中看的 = = 当时觉得不错 抄袭？看了圣传之后再说 这个又名 还搞笑啦
幻城	limiaolm	allstar30	2009-06-12	0	当初。
幻城	sounorth	allstar50	2009-04-20	0	俺的高三啊~~~当时抱着看了N遍。。
幻城	june4cat	allstar40	2009-07-24	0	六年级好友在操场看，我在操场上跟一群男生打篮球，小学毕业的暑假，我阴差阳错买下来，看他的第一本书，熬夜看完，哭了一夜。我喜欢他越来越简练细腻的笔法，承认这个故事有那么的硬伤和青涩的地方。但却到现在依然记得书里让我哭泣的人物。喜欢樱空释，大爱梨落，后来剪瞳的故事更是戳心窝。
幻城	lesleygreytear	none	2009-06-28	0	请您自由地......
幻城	chengming	none	2009-04-26	0	高中时看的书。
幻城	z7x7z	none	2009-01-30	0	居然没印象了
幻城	imjoyang	allstar40	2009-02-19	0	哎呀呀，我当年觉得好看死了。。。。还数次落泪类。
幻城	whichonelisten	none	2009-01-14	0	教主抄的 我年幼无知时拜读的
幻城	skerrysky	none	2009-01-15	0	初中的一点记忆
幻城	aloneiris	none	2009-01-11	0	音乐循环播放看完这本书，脑海里仿佛一部电影一样有主题曲由画面
幻城	maxtor	allstar40	2009-02-02	0	后来的凤凰出场，我起了一身鸡皮疙瘩。
幻城	nirvanasky	allstar40	2008-12-22	0	郭敬明这本我是真觉得好
幻城	CharingCrossRd	allstar30	2008-11-30	0	在我不知道他是抄袭之前觉得不错...
幻城	threeyears	allstar30	2008-08-15	0	我给这本书后期投过稿哦...傻孩子
幻城	aigh0606	none	2008-09-13	0	高一吧，好像是，狂迷恋的一本。。。现在，忘得快差不多了。
幻城	liyang80s	none	2008-10-03	0	from cf
幻城	aotao2046	allstar50	2008-11-09	0	很不错，hll的碎片
幻城	kratti	allstar50	2008-11-07	0	撇开抄不抄袭，撇开某郭人品，至少这个故事有感动过小时候的我。
幻城	youshasha	none	2008-06-08	0	很久之前觉得很好 总之都是过去的年华
幻城	ailika	allstar50	2008-08-04	0	恋上青春文学的开端，一切懵懂的最初。
幻城	En.ss	none	2008-07-01	0	圣传の中文版
幻城	beyork	allstar30	2008-07-28	0	初中的运动会上看。
幻城	sissie	allstar50	2008-04-20	0	无论如何 在萌芽连载的一年后第一时间看了书。。。一口气。。。感觉很好
幻城	vilos	allstar20	2008-08-11	0	其实不必苛求太多。
幻城	smokysky	allstar30	2008-07-19	0	其实看这书的时候我还挺喜欢GJM的。
幻城	iwoohyuk	allstar30	2007-12-13	0	只能是曾经
幻城	MeaNinG...	none	2007-12-14	0	那时的确被他吸引了，无可否认他的文笔的柔弱。
幻城	changxiaobuzhi	allstar30	2008-03-30	0	至少比 悲伤河 好
幻城	childay	none	2008-01-12	0	过去的梦幻记忆
幻城	mingwei	none	2008-01-05	0	C
幻城	mirRor.27	allstar50	2007-12-22	0	高二的海啸。
幻城	vivian44	allstar40	2007-12-27	0	不会想看第二遍
幻城	lhpjay830	allstar30	2007-12-09	0	怎么说，那时候也算是最早开始看破小四的。
幻城	colorhill	allstar10	2007-08-18	0	我觉得圣传已经很难看了，没想到这个还是抄袭圣传
幻城	ACOSTA.	allstar30	2007-09-24	0	飘
幻城	morewei	allstar30	2007-09-09	0	太多漫画情节  曾经令我激动的书  如今是鄙夷
幻城	jackie1984	allstar20	2007-11-21	0	姐也曾经脑抽过不行么- -
幻城	kaiyiwen	allstar40	2007-07-23	0	想想当时真是好看
幻城	feelflame	allstar30	2007-03-25	0	觉得有严重bl倾向的大众读物。
幻城	yinifay	allstar40	2006-06-20	0	高一，米豆子看了这本书说很好看，有几个中午整个午休时间兴冲冲地和我口述故事情节。终究忍不住在左家垅的新华书店把它买了。我觉得这是郭最好的作品了。
幻城	qingluanyi	allstar50	2007-06-01	0	红莲。温暖如春。
幻城	aloysa	allstar30	2007-01-27	0	童漫画.CLAMP风格严重
幻城	zawlwyf	none	2006-12-11	0	唯美得让人都忘了这是一部科幻作品,不过多看几遍会发现漏洞百出
幻城	kongler	allstar30	2007-04-22	0	挺好看的一本书
幻城	aiolosstar	allstar40	2007-02-19	0	虽然当时看得时候就知道很像圣传，但是依然很喜欢。
幻城	cristine_guo	allstar50	2006-01-24	0	小四的颠峰之作，由此爱上小四的文字。
幻城	1088369	allstar50	2006-02-05	0	经典啊．．我的最爱！太爱那个世界了。
幻城	whatagreen	allstar30	2007-12-25	0	很美的玄幻小说 仅此而已
幻城	caicai32	allstar40	2008-03-29	0	高中时某天窝在教室某个角落看的泪水婆娑的...
幻城	wyingying	allstar30	2013-01-07	0	学生时代的读本
幻城	Roseate	none	2008-04-19	0	两块钱淘了一本正版
幻城	zjju5210	allstar30	2006-01-10	0	只有在《萌芽》上连载的那部分吸引我。
幻城	jingmuxuancqq	allstar30	2015-11-15	0	初中时候误选这本书读了………哈哈
幻城	38784591	allstar40	2015-10-25	0	不计较原作者是谁，书真的很棒。虽然现已记不起内容，当时给我留下的震撼还是在的
幻城	deyosi	none	2015-08-18	0	。。
幻城	24190061	allstar40	2016-02-10	0	都忘了看过这书了，当时还觉得挺好看，现在已经都忘了
幻城	heanatta	allstar30	2015-09-15	0	时隔多年又看一遍，到底还是一个孩子的手笔，如今看来故事是很美，甚至体现在一个句子或一个词语里。但经不起推敲。好像是一座用纸砌筑的大厦，美而脆弱，为了讲故事而讲故事，没有实际生活阅历的支撑，完全厚重不起来。
致我们终将逝去的青春	beatrice_solo	allstar20	2013-07-07	108	1】这样拙劣枯燥连初中生都不如的文笔竟也好意思写书？2】这样狗血烂俗平淡无奇的剧情竟也好意思充当小说？3】作者对青春的体验和理解如此粗浅，竟也好意思写以青春为噱头来写书？4】主线太多，各种杂乱和不完整，作者明显没有驾驭长篇小说的能力。5】为了凸显现实的残酷，一味强扭剧情，变得做作而故作高深，实际都几乎不符合人类思考逻辑了。6】人物性格的跳脱太严重，完全没有交代且过度不自然，玛丽苏痕迹又太严重，每个人都明显犯贱上瘾。7】一说到青春就“残酷”啊“现实”啊“悲伤”啊“缅怀”啊，为赋新词强说愁的嫌疑太明显了。【整体来说，这本书又虚荣又虚假，烂作。】
致我们终将逝去的青春	seafans	allstar50	2013-07-19	63	原著不同：1、郑薇和阿正处夜，同林静多场激情戏和共浴，全删。2、阮去会前男友，死于警察抓匪时枪击误杀，没车祸。3、朱小北没砸商店被开除。4、阿正妈强迫他放弃郑薇，而非自愿。6、郑薇嫁林静，难产诞一子，阿正娶欧阳。7、没施洁“简爱”那句经典台词。没有海豚馆秘密与老张坟前那段倾情
致我们终将逝去的青春	auntbear	allstar40	2016-07-16	16	带着不屑一顾去读的，后面越来越放不下。很多情节单拎出来十分狗血，比如阮阮的死，作者用了大量伏笔，放慢节奏+议论抒情，完全变得水到渠成。前半段是纯爱中讲世俗利禄，后半段是世俗利禄中讲纯爱，都是无法调和的真实冲突，所以每段都讲得很透，真的写出了宿命感。
致我们终将逝去的青春	I_miss_you_L	allstar20	2013-04-26	13	大致翻了一下，特别失望，不明白豆瓣评分为何如此高，说实话我觉得还不如郭敬明的小说写得好。
致我们终将逝去的青春	54988619	allstar50	2015-04-13	10	四星和五星之间，没看番外。最大的问题在于前半部分校园和后半部分职场之间的故事情节和人物性格都转变得太生硬，以致像是两本书拼起来的；但这两部分单拎出来的话都足够精彩。另，豆瓣论坛里有个人说得好：这小说基本没坏人吧，都是人性的劣根性而已。
致我们终将逝去的青春	jolinalbert	allstar10	2013-05-16	5	小说就这货色，也难怪电影拍得那么屎。
致我们终将逝去的青春	JenVan	allstar30	2012-03-11	4	这么拙劣的剧情，我居然看哭了。
致我们终将逝去的青春	lililalilila	allstar30	2012-05-05	4	中学以后就很少看言情了，实在架不住朋友的推荐。结局有点仁慈了，现实里走散的人，是很难再走回原点的。两位男主角相比，更喜欢陈孝正，不完美，但真实。
致我们终将逝去的青春	zhou-xiao-dou	none	2012-11-16	2	虫给我在回来的大巴车上看的书，8个小时一路看完~以为自己工作这么久看这类青春小说不会哭了嘞~结果哭的一塌糊涂。。哈哈太高估自己了~
致我们终将逝去的青春	53406786	none	2011-12-02	3	这个比何以笙箫默好看，真实。
致我们终将逝去的青春	mondaylove	allstar30	2013-05-01	2	感情线和拒绝太没理由了，大把的韩剧套路，实在不值得如此交口称赞。一定也可以知道作者为吃爆米花观肥皂剧的女花痴一枚，浪费了一个好女主人设，也浪费了好书名
致我们终将逝去的青春	iris_hsu33	allstar40	2013-05-01	3	本来俗套的故事，打着青春的幌子，判断力已经不重要了，文笔架构更是其次。谁不能在这本书里找到共鸣呢？
致我们终将逝去的青春	se7enty3	allstar30	2012-03-17	1	女主也不喜欢更别说男主了！郑微就是个傻逼，喜欢陈孝正脸都不要了，我都想把她的脸撕下来折了装起来。林静最后还洗白了。
致我们终将逝去的青春	yo1984	allstar40	2012-02-12	2	人物前后变化好大。
致我们终将逝去的青春	shania-moon	allstar40	2012-05-25	2	果断林静。自己都没有安全感的男人如何给爱人安全感。……|| 半年之后的现在就是：大女人啥不能做，要啥男人给安全感！
致我们终将逝去的青春	echota	none	2013-06-30	2	本来想写在这里的话，细细想来，又觉不妥。到底她选择了一个熟悉的肩膀而告别了那激情四溢的青春，还是她当他做一个陌生人待终生而告别了那勇猛无畏的自己？我不懂了
致我们终将逝去的青春	41373190	allstar40	2013-05-05	3	林静就算没有郑微还是那个林静，阿正没有郑微就不是那个阿正了。
致我们终将逝去的青春	qweasxz	allstar30	2011-12-04	2	果然已经过了读这个的年龄了。陈孝正犯了一个错误，婚姻家庭和工作事业是两条道上跑的车，他非要把它们捆在一起做一桩交易。拿前途做理由放弃自己爱的姑娘的男人，貌似上进，实则自私。换了我，我也不要他。小时候，我们以为有很多很多的爱就是幸福；大一点的时候，我们以为有很多很多的钱就是幸福；什么时候我们才能真正明白，平安是福。
致我们终将逝去的青春	2858394	none	2013-04-25	2	为了看电影 提前一天把书看完了 也哭了一天 好久没看一本书这么哭过了 虽然大多数书我都会哭一哭啦咳咳  郑微终究没能和最爱的人在一起 反而很羡慕阮阮 她死了她的青春反而不朽了 而我们这些人最后都被青春折磨得体无完肤然后被它抛弃 最后慢慢老去死去 活着也许并不那么重要 跟谁在一起才最重要
致我们终将逝去的青春	fayesibyl	allstar50	2013-04-21	2	上一次看的时候还是大一，室友的书，看到一半便听闻到结局，没有看下去，所以致青春在我心里一度只有郑微与陈孝正在大学时光的青涩与甜蜜。这回全看完了，不记得哭了多少次。觉得阿正那么可怜，但又太能感受郑微与阿正在篮球场那最后一夜的失望与自弃。 其实陈孝正那种人，放到现实中来，我会觉得是个渣。他很爱郑微，但前提是他更爱自己，不过也没办法，命运就是这样，即便他不去美国，他们也会是他妈妈所说的结局。但后来其实他们之间让郑微绝望的从来不是因为他的离开或者不爱，而是他的从未争取，已不再是她想要的那个他。
致我们终将逝去的青春	flavieyuan	allstar40	2010-06-07	3	阿正和《莲花》里面的善生。都是寡母抚养长大，被逼着提前长大。年轻时候只有到达物质的高峰才能心里的安全。这样的人，不是不爱。但是人生初年的生长环境已经打上深深烙印。他需要先取一些东西，从优秀的自己开始。林离去如果只是因为家庭意外，陈的离去是必然。不一定是出国不管自己内心成长的环境  成长就是拿一些东西换另一些东西，有时是经意，有时，身不由己。很久没有看过青春主题的小说。随便找了本评价高的《致我们终将逝去的青春》，想起高三看过的《莲花》。1  阿正和《莲花》里面的善生都是寡母抚养长大，被逼着提前长大。年轻时候只有到达相对社会地位物质才能得到心里的安全。爱，是不难，人人都有求爱的本能，特别在追逐高峰的过程中，自幼压抑的家庭环境。求爱，当然是本能。只是，坚守对一般人来说本都是比求爱更难的事，更何况自孩童起心里就带上巨大伤口的遗腹子。人生初年的生长环境已经打上深深烙印。他需要先取一些东西，从优秀的自己开始。林离去如果只是因为家庭意外，陈的离去是必然。不一定是出国，纷繁利益。2《莲花》里面安妮宝贝说荷年，家境好的女子往往更加简单天真。也未必是家境。小康即可。甚至健全也并非充要条件。人，如果运气好一点，简单些，会更容易幸福。3 成长就是拿一些东西换另一些东西，有时是经意，有时，身不由己。4 感情。还是少一点浓墨重彩的好。感情是容器，容量有限。5 《致》书里有句话  “给我一刹那宠爱，用一辈子送你离开  ”好沉
致我们终将逝去的青春	nianshixx	allstar30	2013-04-18	3	青春就该在阿正远走的毕业季划上句点，小飞龙的执着不羁才最拨动心弦。后期都杜拉拉3.0了还青春个鸟。后边越来越玩噱头，制造矫情华丽，真是玷污了青春一词。可读性倒是不错，在地铁上读时差点错过换乘。
致我们终将逝去的青春	iancy	allstar40	2013-05-11	3	换做5年前肯定觉得陈孝正是渣男，现在再看来唏嘘不已，很能理解陈孝正在现实和感情面前的懦弱，书的上部很温馨甜蜜，但是下部开始略显散乱，而且不喜欢郑微最后选了林静，凭什么林静7年前的离开却能换来如今的结局，而陈孝正的3年却不值得原谅呢，婚姻最终还是和天时地利有关，总觉得她最爱的还是陈孝正，但是选择了能给自己幸福的林静。
致我们终将逝去的青春	yexiaoyi	allstar50	2008-08-28	2	辛姑娘的第一本書。也是我最最喜歡的一本。只是。還是偏愛著陳孝正。沒有和鄭微最後在一起。是最大的惋惜。
致我们终将逝去的青春	stupidcat7652	none	2013-04-27	1	符合想像的少女读物，适合拍电视剧，所以电影应该是大删了（比如潘虹不可能就一个镜头）。朱小北的结局一定是李樯的主意，大删林静线强化赵右廷，把主题从琼瑶过渡成防狼手册（白眼狼凤凰男），赵导演真“接地气”。
致我们终将逝去的青春	4401346	allstar10	2013-08-10	1	烂！
致我们终将逝去的青春	naokouc	allstar30	2013-05-07	2	陈孝正这种人在现实中即使是超级帅哥，我也是不敢招惹的，太tmd神经病了...林静这个角色倒很让我想起来一个熟人，可惜现实不像小说那么美好就是了
致我们终将逝去的青春	annysimonxm	allstar40	2013-04-28	1	这个故事和我的青春不那么一样，但却总能让人想起许多相似的心情，忍不住脑补出一件件往事……而最后总是青春不能不朽，到底也获得另外一种安宁，这种安宁也许我现在还不能完全明白，但也许终有一天我也可以走出眼下的迷局，获得那样的安宁
致我们终将逝去的青春	qiaoqq	allstar30	2013-04-28	1	很一般啊
致我们终将逝去的青春	lingnian0423	allstar20	2013-05-06	1	生病卧床一天的战果- -可能是我对这本书的期望过高 可能是因为我的青春还没有逝去 可能是因为我觉得我从我自己的青春中学到的东西更多 我没有得到太多共鸣 也真没觉得这本书值如此之高的评分=。= 辛夷坞语言还行 蛮有文采 情节感觉好乱。。宽容一点 如果仅仅是跟初高中看过的那些青春言情小说作比较的话还凑合吧。。PS电影里头赵又廷的小偏分真是瞎了姐的狗眼=。=
致我们终将逝去的青春	goodnightiris	allstar50	2012-04-06	1	一场杨过误终身。终于，我们到了不会爱的年纪。
致我们终将逝去的青春	28845493	allstar50	2013-04-21	1	很多深刻的地方一点而过，我也很感激他一点而过，我不想知道那么清楚郑微是怎么明白他们之间的交易的，只是在想，勇气这种东西，真是，让人羡慕的青春
致我们终将逝去的青春	minutemaid	allstar30	2013-04-26	1	剛好昨晚開始單曲循環young and beatiful.配著來讀很有感覺。開始讀的時候覺得是挺俗的網絡小說.中部開始有共鳴，有淚點。後部結尾感覺有點後勁不足。|| 我也沒有勇氣賭了，怕是輸不起。在美國讀法律在中國做檢察官？這樣的設定神坑好不好...
致我们终将逝去的青春	moniiann	none	2013-05-03	1	前半段够青春，只是不大喜欢之后的故事。很多想法可以理解，但人物的性格转变好像过于突兀，以至于读到最后完全记不起他们一开始的面貌。不过隐藏在各个角落的线索至少肯定了作者是个会讲故事的人。
致我们终将逝去的青春	28309383	allstar40	2013-05-01	1	最后为什么选林静 感觉林静写得很虚无阿
致我们终将逝去的青春	Ariel211	allstar40	2012-04-14	1	年轻的时候伤春悲秋，抄了好多这本书里的句子，却从没把它完整看完。在青春时期里的人缅怀青春，现在看来充满了少年不知愁滋味的幼稚。如今真到了要回忆的时候，那些抄过的句子再看来全没有了触动，回头看只应了一句   一见杨过误终身。
致我们终将逝去的青春	yellowcroaker	allstar30	2013-05-07	1	原以为电影没展现好细节好像小说也就这样- -。由于看电影在先，一直脑补韩庚和赵又廷的脸。陈孝正也没那么渣嘛，感觉他跟林静一个性质。打死说不出口，或者要打死了才开得了口的性格再投阿正一票好了哈哈哈
致我们终将逝去的青春	qianmo1008	allstar40	2013-04-29	1	郑微想起了那个故事，出轨的男人死前把房子和遗产留给了妻儿，却把最爱的一片树叶赠给了他爱的女人。爱情的分量，也不过是一枚落叶和死后的尘灰。 ,& 为什么我们总要到过了半生，总要等退无可退，才知道我们曾经亲手舍弃的东西，在后来的日子里再也遇不到了。那声声喘息也渐渐微弱，林静抬起脸，恰恰迎上林介州的视线，身前生后声名都可以抛却，连躯壳都可以抛却，只为回到最初的地方，这值得吗？如果这不值得，那什么又是值得？
致我们终将逝去的青春	olivechenyy	allstar20	2013-05-02	1	其实是比较一般的言情小说，是不是只有我一个人觉得，其实我的青春没有真的爱过谁，也没有被谁真爱过，一直都是个欢乐的独行侠，实在是共鸣比较少。写感情不如台湾的古灵。而且我怪怪地觉得如果是四娘来写，最后一定得把林静写死才发现是真爱。
致我们终将逝去的青春	55835124	allstar20	2013-12-29	1	一整篇都是痴情女子负心汉的说教，厌恶透顶
致我们终将逝去的青春	goodnightsue	allstar40	2009-03-04	1	說不清薇薇到底最愛的是誰，美國這個萬惡的國家，奪走了薇薇少年時期和青年時期最愛的兩個男人，還好的是這兩個男人都很優秀，仍舊與小時候愛的人喜結連理。
致我们终将逝去的青春	wayne8	allstar20	2012-10-26	1	我讨厌人渣 无论以什么理由
致我们终将逝去的青春	zljym	allstar30	2009-12-17	1	郑微最后选择林静是对的，陈孝正这种类型的男人只适合在年少无畏时才耗得起刻骨铭心跌宕起伏的爱。青春唯有被彻底耗尽，才会被人们追忆。如果把这原本应该用来追忆的回忆强行延续下去，只会过得比当年更痛苦。
致我们终将逝去的青春	lavender9	allstar50	2011-12-02	1	我好喜欢这个结局啊，这才是最合理最圆满的~~
致我们终将逝去的青春	monica90729	allstar30	2012-01-13	0	辛夷坞的书读多了也就一个调调，这本似乎是她所有书里评价最高的，但是对于郑微的天真白目，尤其是对陈孝正的死缠烂打这段，实在让我打心底里讨厌。
致我们终将逝去的青春	xxian	allstar30	2013-02-15	0	不好看也不难看
致我们终将逝去的青春	shanyuping	allstar40	2009-03-25	0	很真实很细微
致我们终将逝去的青春	along	allstar40	2013-04-01	0	越看到后边越觉得,好悲凉哦.可结局并不是我所期待.那个十几二十岁的青春里有傻傻的我倔强的我哭过笑过的我,但当一切都已逝去,留下的只是时间的味道,所谓遗失的美好.
致我们终将逝去的青春	xu77	allstar50	2011-10-05	0	只好紧紧抓住 让它别跑得太快 抓不住 到底是措手不及
致我们终将逝去的青春	minami520	allstar50	2009-09-20	0	这样，就算再痛，都不会恨了。
致我们终将逝去的青春	3076248	allstar20	2012-08-23	0	==
致我们终将逝去的青春	Diasy	allstar40	2010-05-04	1	遇见过，受伤过。才是真正地活着。
致我们终将逝去的青春	lxy203	allstar30	2012-07-20	1	岁数大了，看这种相当平静。写的不错，可是没有共鸣。
致我们终将逝去的青春	ayida365	allstar40	2013-07-01	1	还是有些触动和共鸣的。从前看小说是想要以此体会恋爱的味道，一路看着看着却成了找共鸣了，应该说实在是老了。真傻笔，爱情是个什么东西，再也不要为任何除去父母之外的人丢下自尊了好么？无论哪个傻逼都是不值得我们伤心流泪的。而几个月前我还在为女主无法得到真正的爱情的幸福快乐而苦恼、纠结、不舒服着，现在却明白原来在任何一段relationship中，许多人就是一辈子都无法获得幸福的。恋爱的意义究竟是为了什么呢？总归不是为了幸福快乐吧。
致我们终将逝去的青春	oumexi	allstar50	2013-05-07	1	大三的时候读 感觉这是玛丽苏女主 过了三年读 虽女主仍旧有些金手指 但作者在现实方面的描述不可小觑 我认为已经秒杀很多网络小说了
致我们终将逝去的青春	sablefish	allstar30	2013-04-29	1	原著比电影强不少，至少情节没有硬伤。但是太细碎了，前后两段分开来，拍成两部可能还挺有意思。
致我们终将逝去的青春	dolphinson	allstar40	2013-05-06	1	上部浪漫主义，下部现实主义
致我们终将逝去的青春	guoguo27	allstar40	2014-05-11	0	林静
致我们终将逝去的青春	MR.LitterFu	allstar40	2013-04-30	0	既然回不去，那就别奢望能追回过往的爱
致我们终将逝去的青春	kentaroo	allstar10	2016-04-26	1	我居然把这么没营养的一本给看完了，人物和故事极品玛丽苏，这种青春估计逝去更好，没啥可致不致的。拜托人物性格能不能稳定一点，说变就变啊！还有前面出来的那一堆同学啥的各种人呢？都是干嘛的？就平白再也不出现了？
致我们终将逝去的青春	secretcat	none	2009-02-05	0	很喜欢。
致我们终将逝去的青春	buzzsunny	allstar10	2015-04-15	0	大学快毕业的时候 翻拍的电影闹起了不小的影响 凑单顺手也买了一本 翻了第一页 转手送给了坐在旁边的同学
致我们终将逝去的青春	vitamisa	none	2008-06-20	0	有声书
致我们终将逝去的青春	xgui	none	2010-05-29	0	凯凯说要读青春小说内心才会青春，其实我发现自己的青春远比小说残酷。或许是触景伤情吧，哭完真该去睡觉了。
致我们终将逝去的青春	nowandnever	allstar30	2013-05-07	0	如果是十年前我可能还会挺感动，不过确实就只是一本消磨时间的小说而已，因为电影炒得太火才想看看，结果却是盛名之下了、所有人的结局都可以用“求仁得仁”来总结，还不错。阮阮死的太矫情了。确实像是上班太闲写出来的小说，其实还不错
致我们终将逝去的青春	melok	allstar30	2013-02-08	0	曾经我们都以为自己可以为爱情死，其实爱情死不了人，它只会在最疼的地方扎上一针，然后我们欲哭无泪，我们辗转反侧，我们久病成医，我们百炼成钢。你不是风儿，我也不是沙，再缠绵也到不了天涯。                    在这个世界上，没有人真正可以对另一个人的伤痛感同身受。你万箭穿心，你痛不欲生，也仅仅是你一个人的事，别人也许会同情，也许会嗟叹，但永远不会清楚你伤口究竟溃烂到何种境地。所以，无谓把血痂撕开让人参观
致我们终将逝去的青春	boliwawa	allstar30	2008-04-26	0	文笔情节都很一般。如此而已
致我们终将逝去的青春	florence0206	allstar40	2010-06-06	0	精彩在于后半本
致我们终将逝去的青春	hamturi	allstar30	2011-08-03	0	水图借 外公家床上看完 http://book.douban.com/review/5049101/
致我们终将逝去的青春	zhz1208	allstar50	2008-06-21	0	现实的青春。推荐给所有人。
致我们终将逝去的青春	eatdonkeys	allstar30	2013-04-15	0	我能不能说有种女版郭敬明的感觉，可是我看完了。
致我们终将逝去的青春	sharine	none	2013-05-06	0	07年的小说啊，刚好是刚刚大一那年出版的嘛？@@电影里的阮和林都太缺乏存在感了，相比之下还不如叫致郑微逝去的青春……不过还是原著好一些吧虽然我觉得也就这样了，我果然不适合看这种=＿=
致我们终将逝去的青春	xuexuan9891	allstar40	2013-07-04	2	电影上把更多细节修改的更犀利直接，小说的表达更清新委婉。我还是喜欢原著，结局是我想要的。陈孝正注定是郑微的一颗朱砂痣，那男人不适合过日子。
致我们终将逝去的青春	cloverchiu	allstar40	2013-05-01	0	写的挺好的  很适合高中生
致我们终将逝去的青春	sophia007sx	allstar40	2013-05-02	0	青春里最美的是那些懵懂悸动里的肆无忌惮，最痛的是繁华落地后的支离破碎。
致我们终将逝去的青春	MissJourney	allstar30	2010-02-16	0	张七七爱。
致我们终将逝去的青春	fantasylake	allstar50	2011-10-02	0	爱一个人可以只是一瞬间，却让自己去想一个人一辈子
致我们终将逝去的青春	summerlovecheer	allstar30	2008-10-08	0	标题党。其实我没看完。
致我们终将逝去的青春	catiou52r	allstar40	2013-04-27	0	原来这就是 “纵有千般 万般 究竟”的来源？
致我们终将逝去的青春	eiris	none	2013-03-22	0	微博上关于老赵小黄的段子很火而来看这本书的。【“她拒绝了我，但我仍愿意帮她抄笔记，陪她上厕所。”世界上最遥远的距离，莫过于赵薇成了黄太太，丈夫却不是黄晓明。有一种朋友叫蓝颜知己，有一种青春会永不腐朽，有一种时光叫我们的黄金年代，有一种回忆叫致我们终将逝去的青春。】青春写尽，曲终人散，这是辛夷坞最好的一部作品了。
致我们终将逝去的青春	anshangwennuan	allstar50	2011-05-25	0	也许你是知道的，我从没有想过有一天不再爱你的我会是什么样子。你离开的那几年，我最难受的时候也没有恨过你，因为你给我的快乐不输给分开时的痛苦。你走了，我还有回忆，老了那一天，我可以对我的儿孙说，年轻的时候有个男孩爱过我，他给过我最快乐的几年。（林静。陈孝正。郑微。）（赵永世。阮莞。）
致我们终将逝去的青春	nevertori	none	2013-04-30	0	一早上看了三分之一，果然已经过了看这种书的年纪啊。
致我们终将逝去的青春	oliviawang	allstar40	2010-04-23	0	呵呵，美国。。。
致我们终将逝去的青春	joyarrival	allstar30	2016-06-30	0	电影没怎么看，书倒是看了两遍。辛夷坞写的结局，一般不会太过完满（除了这个系列的一部我看过但是印象不深的书之外）。年少时爱得死去活来，一般都会输给现实。所以这个故事教育我们，不要爱得死去活来。林静简直是一个bug。
致我们终将逝去的青春	ava_hippo	none	2013-06-12	0	一个惊艳了时光，一个温柔了岁月！
致我们终将逝去的青春	4399666	allstar30	2013-06-28	0	老早看的原著 还是觉得。。嘛。也就这样吧。
致我们终将逝去的青春	72791717	allstar30	2015-12-29	0	因为知道要拍电影看的小说 我室友还说我看的是山寨版说阮莞书里就是出车祸 看了下评论 大概看的山寨版的是我室友吧…… 这种青春言情真的不是我的菜 不知道为什么这么多人喜欢…
致我们终将逝去的青春	zhanghaon26	allstar30	2013-06-17	0	女猪脚太玛丽苏了啊= =
致我们终将逝去的青春	chengxiao_zhang	allstar40	2013-05-27	0	真爱不敌初恋
致我们终将逝去的青春	Faithxin	none	2014-01-11	0	没有经历过刻骨铭心惊心动魄的爱情，何尝不是一种幸福。既然青春终将腐朽，何必一再回首留恋
致我们终将逝去的青春	wenxiangshicha	allstar30	2013-06-01	0	良辰美景奈何天，为谁辛苦为谁甜
致我们终将逝去的青春	littlealice	allstar30	2013-05-22	0	加上番外后太满了，没有了余味，就是个加长版青春小说。
致我们终将逝去的青春	68076567	allstar20	2014-11-14	0	高中的时候读到这样的爱情故事，真感人，秒杀那些一般言情小说。但是拍了电影之后，这个故事就是狗血。高中的我还真是肤浅。
致我们终将逝去的青春	yikongche	allstar50	2014-03-03	0	看书看哭好几回……
致我们终将逝去的青春	cici0617	allstar50	2013-06-06	0	曲终人散青春散场 微笑的背后谁敢说不用诉离觞
致我们终将逝去的青春	sansi1987	allstar20	2013-06-10	0	书比电影还烂。。
致我们终将逝去的青春	dm44	allstar20	2013-07-02	0	为什么我有耐心看完这本可删去2/3废话的书，然后迅速遗忘。
致我们终将逝去的青春	ameshuang	allstar30	2013-05-16	0	看了电影后去看小说的，小说比电影更精彩。其中，我觉得最重要的是，电影贩卖着青春，却使用极端的人物冲突。但青春对于大都数人来说，其实只是少年说愁，并不涉及太多要死要活、非此即彼。所以电影人物形象单薄，小说则丰富得多。电影青春前后断层明显，小说则没有唐突的人物巨变。
致我们终将逝去的青春	Donnie.	allstar50	2013-05-19	0	看的太疼了。总能在当中看到我们自己的影子。
致我们终将逝去的青春	2343653	allstar50	2013-05-17	0	宜言饮酒，与子偕老。琴瑟在御，莫不静好。
致我们终将逝去的青春	wenjia_beijing	allstar10	2013-05-08	0	青春是什么？
致我们终将逝去的青春	yurenzhuxin	allstar40	2013-05-17	0	书写的特别好，但是更喜欢赵薇给的结局
致我们终将逝去的青春	xingshuiqy	none	2013-08-13	0	我居然还是看了一下，都怪我姐！
致我们终将逝去的青春	muzhizhanglang	allstar30	2013-05-19	0	我！一！天！把！书！看！完！了！好！么！书比电影好，但也只有三颗星而已Orz林静真是好喜欢啊2333333
致我们终将逝去的青春	haibaraaizy	allstar50	2013-05-03	0	和电影简直是两个故事
致我们终将逝去的青春	2235813	allstar30	2013-05-02	0	故事老套了点，爱情恶俗了点，但是有些情节还是让我想起了很多事情，很多人。。。。。。
